"Level","Industry","Session Theme","Role","Products","Room","Venue Name","Session Date","Session Time","Session Start Time","Attendance Category","Session Duration","Enrollment Count","Session Format","Session: Session Name","Session Abstract"
"Intermediate","","Emerging Trends","Entrepreneur; Marketing","Pardot","Gold Ballroom","Palace Hotel","Monday","1:00 p.m. - 1:40 p.m.","11/6/2017 1:00 PM","Large: 400 - 800","40","263","Breakout","Death to Boring B2B Marketing, Part 2: Jobs To Be Done","According to Seth Godin, the biggest mistake marketers are making today is ""Thinking that their job is to spend money to get attention."" In our new economy of trust, connection, and relevance, marketing strategies need to reflect a deep understanding of customer value. The classic, persona-based form of marketing isn't designed to achieve that outcome. There's a new framework to help marketers become more relevant: Jobs to be Done. It's designed and proven to give tremendous insight into the true value you provide to your customers. Knowing what your customers need your product or service to do means you know how to help them achieve their goals. Join us to learn about the Jobs-to-be-Done mindset, see how it worked for others, and walk away with a fresh way to be truly relevant to your customers."
"Intermediate","","Forecasting; Marketing Automation; Innovation","Marketing; Sales; Salesforce Administrator","Marketing Cloud; Pardot; Sales Cloud","Yerba Buena Salon 8","San Francisco Marriott Marquis Hotel","Wednesday","2:00 p.m. - 2:40 p.m.","11/8/2017 2:00 PM","Large: 400 - 800","40","337","Breakout","The Pardot Roadmap: What's Next for the Age of Intelligent B2B Engagement (2)","Pardot is already revolutionizing the way B2B marketing and sales teams connect with their customers, but what's next? Join Pardot's leadership team to hear where Pardot is headed over the next year. Get an in-depth look at how we are supporting your growth and driving your revenue with new, innovative products and updates to existing processes."
"Beginner","","Tips & Tricks; Intelligence","Marketing","Marketing Cloud; Pardot","Club Room","San Francisco Marriott Marquis Hotel","Monday","8:30 a.m. - 9:10 a.m.","11/6/2017 8:30 AM","Medium: 200 - 400","40","150","Breakout","Measure and Optimize Pardot Campaign Performance in Salesforce (1)","Do you have campaigns in Pardot and different campaigns in Salesforce? Are you struggling to understand how effective your marketing campaigns are and how to improve your next one? Are you spending a lot of time exporting data to Excel or copy and pasting screens from Pardot?  Join us to find out how Campaign Alignment, Engagement History data natively in Sales Cloud, and the power of B2B Marketing Analytics enables you to measure and optimize Pardot campaign performance in Salesforce."
"Intermediate","","Marketing Automation; Tips & Tricks; Intelligence","Marketing","Pardot; Sales Cloud","Innovation Theater (Sunset Court)","Palace Hotel","Tuesday","2:00 p.m. - 2:20 p.m.","11/7/2017 2:00 PM","Small: < 200","20","0","Zone Theater","Maximize Event Momentum to Drive Conversions","Join Victor Kippes, CEO at Validar Inc., as he shares tips for knowing the revenue impact of your events. You'll learn best-in-class data capture practices and delve into pre-event steps to take in your Sales and Marketing Cloud. Ensure that your post-event treatment accelerates the buying cycle."
"Advanced","","Sales Productivity; Salesforce on Salesforce; Tips & Tricks","Marketing; Salesforce Administrator","Marketing Cloud; Pardot; Sales Cloud","Golden Gate - Expedition Theater","San Francisco Marriott Marquis Hotel","Thursday","9:30 a.m. - 9:50 a.m.","11/9/2017 9:30 AM","Small: < 200","20","0","Zone Theater","Salesforce on Salesforce: 4 Tips for Getting Started with ABM","Have you ever wondered how Salesforce Pardot uses their own solution for account-based marketing? Join us to learn how we plan, build, and execute our account-based marketing strategy to achieve our marketing goals."
"Intermediate","","Marketing Automation; Email; Tips & Tricks","Marketing","Marketing Cloud; Pardot","Innovation Theater (Sunset Court)","Palace Hotel","Monday","11:00 a.m. - 11:20 a.m.","11/6/2017 11:00 AM","Small: < 200","20","0","Zone Theater","Nurture Program Tips for the Savvy Marketer","You've mastered the basics of building nurture programs with Pardot Engagement Studio. You've built killer programs and are seeing the results. But, what's next? Join us to learn how you can take your programs to new heights. You'll hear advanced tips and tricks to get the most out of your B2B lead-nurturing efforts."
"Beginner","","Marketing Automation; Integration; Tips & Tricks","Marketing; Salesforce Administrator","Pardot; Sales Cloud; Einstein Analytics","Golden Gate - Expedition Theater","San Francisco Marriott Marquis Hotel","Monday","11:30 a.m. - 11:50 a.m.","11/6/2017 11:30 AM","Small: < 200","20","0","Zone Theater","Impactful Insights wth B2B Marketing Analytics (1)","Gain the most out of your data with B2B Marketing Analytics. For marketers, it's all about impacting the bottom line, sales revenue. Join us to learn how you can consolidate all of your marketing and sales data on a single platform and streamline your reporting. Easily understand your top performing campaigns and your engagement data, and take data-driven actions to improve your marketing efforts."
"Beginner","","Marketing Automation; Integration; Tips & Tricks","Marketing","Pardot; Sales Cloud; Einstein Analytics","Innovation Theater (Sunset Court)","Palace Hotel","Wednesday","8:30 a.m. - 8:50 a.m.","11/8/2017 8:30 AM","Small: < 200","20","0","Zone Theater","Impactful Insights with B2B Marketing Analytics (2)","Gain the most out of your data with B2B Marketing Analytics. For marketers, it's all about impacting the bottom line, sales revenue. Join us to learn how you can consolidate all of your marketing and sales data on a single platform and streamline your reporting. Easily understand your top performing campaigns and your engagement data, and take data-driven actions to improve your marketing efforts."
"Intermediate","","Marketing Automation; Sales Productivity; Sales Enablement","Marketing; Salesforce Administrator","Pardot; Sales Cloud","Golden Gate - Expedition Theater","San Francisco Marriott Marquis Hotel","Wednesday","3:30 p.m. - 3:50 p.m.","11/8/2017 3:30 PM","Small: < 200","20","0","Zone Theater","Unlocking Pardot: Keys to Driving Sales Success","Pardot isn't just for your marketing team. It is a vast toolbox that your sales teams can utilize, empowering them to engage with their prospects more personally and proactively. Join us to learn how you can leverage Pardot to help your sales teams make smarter decisions and always be one step ahead of the competition."
"Intermediate","","Marketing Automation; Tips & Tricks","Marketing","Marketing Cloud; Pardot; Sales Cloud","Innovation Theater (Sunset Court)","Palace Hotel","Thursday","11:30 a.m. - 11:50 a.m.","11/9/2017 11:30 AM","Small: < 200","20","0","Zone Theater","Amplify Prospect Engagement Like Never Before","Join us to learn how to captivate prospects and drive engagement like a pro. Pardot's Engagement Studio is the latest and greatest marketing automation tool, effortlessly empowering you to take your marketing to the next level. Whether you're an Engagement Studio beginner or an experienced user, you'll leave this session with actionable takeaways for use in your own marketing strategy."
"Beginner","","Email; Tips & Tricks","Marketing","Marketing Cloud; Pardot","Innovation Theater (Sunset Court)","Palace Hotel","Tuesday","10:00 a.m. - 10:20 a.m.","11/7/2017 10:00 AM","Small: < 200","20","0","Zone Theater","The Magical Art Of Database Decluttering","How do you know your database is cluttered? What prospects bring you true joy? How can you make sure you don't introduce database chaos back again into your life? Join Skyler Holobach, Pardot's Email Reputation Manager, as she answers all these questions and more."
"Intermediate","","Marketing Automation; Innovation","Marketing","Marketing Cloud; Pardot","Golden Gate - Expedition Theater","San Francisco Marriott Marquis Hotel","Monday","2:00 p.m. - 2:20 p.m.","11/6/2017 2:00 PM","Small: < 200","20","0","Zone Theater","Pardot + Salesforce = <3 (1)","Join us to get an inside view of how Pardot is fully integrating with Salesforce as Adam and Chrisitina give an in-depth overview of the latest Pardot has to offer. Featuring everything offered as part of the Edge pilot, which includes: a whole new way to navigate Pardot right from within Sales Cloud, a tightly integrated Campaigns experience like never before, Engagement History on all connected Campaigns, access to Engagement Programs like you've never seen, and an Email experience built on top of the Salesforce platform that will blow your mind."
"Advanced","","Marketing Automation; Sales Productivity","Marketing; Sales; Salesforce Administrator","Pardot; Sales Cloud","Golden Gate - Expedition Theater","San Francisco Marriott Marquis Hotel","Wednesday","1:30 p.m. - 1:50 p.m.","11/8/2017 1:30 PM","Small: < 200","20","0","Zone Theater","Building the Ultimate Marketing Automation Machine (1)","Get an inside look at the marketing automation set-up that has contributed over five million dollars worth of sales, as well as a 34% increase in B2B prospect conversions. Join us as we take you through the highs and lows of a large financial services company as they implement Pardot and Salesforce, with spectacular end results. Through the lens of their Marketing and Digital Communications Manager, Jamie McCalman, you'll see how they boosted their prospect conversion rate from 8% to 42% through persona/buyer lifecycle research and targeted B2B lead nurture programs. See how they increased repeat purchase and lifetime value from existing customers by leveraging Salesforce CRM data to construct personalized customer journeys, delivering five million dollars in sales in under two years. This session is your roadmap to powerful, multi-channel B2B lead nurturing, converting prospects to customers, and turning customers into repeat customers."
"Beginner","","Small & Medium Business; Social Marketing; Emerging Small Business","Entrepreneur; Executive; Marketing","Marketing Cloud; Pardot","Golden Gate - Sequoia Theater","San Francisco Marriott Marquis Hotel","Monday","11:45 a.m. - 12:05 p.m.","11/6/2017 11:45 AM","","20","0","Zone Theater","6 Things To Do With Influencers Besides Marketing (1)","Unless you've been hiding under a rock for the last five years, you've heard of Influencer Marketing. While influencers can certainly help us get the word out about our products and services, marketing is just the tip of the iceberg. Influencers are masters of creativity, community, and communication. Why limit ourselves to just leveraging them as modern-day sandwich boards? Join Gregarious Narain, serial entrepreneur and former VP of Product at Klout, as he looks at six winning strategies for engaging influencers right now that give you an advantage over the competition - and the inside track with the most important influencers of all, your customers. Understand each technique, see examples, and learn how to put them to use immediately."
"Beginner","","Emerging Trends; Small & Medium Business; Salesforce Philanthropy","Executive; Human Resources","","Golden Gate - Sequoia Theater","San Francisco Marriott Marquis Hotel","Thursday","8:45 a.m. - 9:05 a.m.","11/9/2017 8:45 AM","","20","0","Zone Theater","The New Rules of Corporate Community Service","Salesforce has re-defined corporate philanthropy with the 1-1-1 model, logging over 2 million volunteer hours to date. Join us to hear those hours brought to life through the stories of our very own volunteer rockstars. Get inspired to become a volunteer rockstar yourself and return from service experiences ready to bring a new perspective into your workplace."
"Beginner","","Enterprise; Innovation; Intelligence","","Einstein Analytics","Yerba Buena Salon 4-6","San Francisco Marriott Marquis Hotel","Wednesday","8:30 a.m. - 9:10 a.m.","11/8/2017 8:30 AM","Small: < 200","40","112","Breakout","Revolutionizing Your Business with Einstein Analytics","Are you a business leader looking to drive a data driven culture for your sales, services and marketing teams! Come join our trailblazers who are transforming their businesses  with Einstein Analytics. See how to quickly deploy analytics, build self-service teams and engage business users with information within their business processes."
"Beginner","","User Experience; Integration; Innovation","Executive; Sales; Service & Support","Sales Cloud; Service Cloud; Einstein Analytics","Yerba Buena Salon 8","San Francisco Marriott Marquis Hotel","Wednesday","4:00 p.m. - 4:40 p.m.","11/8/2017 4:00 PM","Large: 400 - 800","40","337","Breakout","Salesforce Reports Roadmap: The Future of Salesforce Reporting (2)","Do you rely on Salesforce Reports and Dashboards to serve up business-critical data on a daily basis? Then, get excited: Our Reports and Dashboards are about to get even better. Join the Salesforce Reports & Dashboards team to get a sneak peek of our roadmap and the future of Lightning."
"Intermediate","","Sales Productivity; Email; Enterprise","Operations; Sales; Salesforce Administrator","Sales Cloud; Lightning; Salesforce Inbox","Golden Gate - Sequoia Theater","San Francisco Marriott Marquis Hotel","Tuesday","2:15 p.m. - 2:35 p.m.","11/7/2017 2:15 PM","","20","0","Zone Theater","Advance Your Team's CRM Adoption through Email Integration","Seeing some blank white fields where there should be rich account and opportunity data? Make it easy for teams to adopt Salesforce and get the most of it. Join us to learn how Salesforce Inbox can bridge the gap between Salesforce and the place where reps already surface tons of data: in their email inboxes."
"Beginner","","Sales Productivity; Email; Intelligence","Operations; Sales; Salesforce Administrator","Sales Cloud; Einstein; Salesforce Inbox","Golden Gate - Sequoia Theater","San Francisco Marriott Marquis Hotel","Monday","8:15 a.m. - 8:35 a.m.","11/6/2017 8:15 AM","Small: < 200","20","0","Zone Theater","Capture Every Communication in Salesforce","It's an an AI-Powered world, so why should your inbox be left behind? Get empowered to give your prospects exactly what they want by understanding the true value of Einstein and Salesforce Inbox. Join us and discover the secret to delivering perfect responses to your business-critical sales emails in Salesforce with Artificial Intelligence."
"Beginner","High Tech; Hospitality/Travel","Women in Technology; Customer Support; Intelligence","Executive; Service & Support","Desk.com; Marketing Cloud; Sales Cloud","Golden Gate - Sequoia Theater","San Francisco Marriott Marquis Hotel","Wednesday","1:45 p.m. - 2:05 p.m.","11/8/2017 1:45 PM","","20","0","Zone Theater","Your Small Business Can Build a Data-driven Culture","Data is entrenched in everything we do - the sales and marketing touch points we have with customers, the interactions customers have with our products, and transactions that define our business. Although we try to capture this data the best we can in our business systems, we also need a data-driven culture within an organization that evangelizes a data-driven mindset. Join us to hear how two data all-stars from HotelTonight have created a data-driven culture that encourages team members to think hard about measuring their actions and their results."
"Intermediate","","Small & Medium Business; Emerging Small Business; Customer Support","Consultant; Salesforce Administrator; Service & Support","Desk.com; Service Cloud","Golden Gate - Sequoia Theater","San Francisco Marriott Marquis Hotel","Tuesday","12:45 p.m. - 1:05 p.m.","11/7/2017 12:45 PM","","20","0","Zone Theater","Considerations for Moving from Desk.com to Service Cloud","As a growing organization with evolving service needs, you have considerations related to both your customer experience and team's performance. Join us to learn the benefits of moving to Service Cloud and the expanded features available on the Salesforce Platform."
"Advanced","","Small & Medium Business; Emerging Small Business; Customer Support","New Customer; Salesforce Administrator; Service & Support","Desk.com; Service Cloud","Golden Gate - Sequoia Theater","San Francisco Marriott Marquis Hotel","Monday","8:45 a.m. - 9:05 a.m.","11/6/2017 8:45 AM","","20","0","Zone Theater","Set Up Your Customer Service Platform for Growth","Interested in learning first hand what growing customers are achieving when moving from tool to platform? Join us as customers answer scaling service questions, such as why they decided to move to a platform solution and how Salesforce is improving their service metrics."
"","Life Sciences; Manufacturing","Emerging Trends; Innovation; Customer Support","Service & Support","Service Cloud; Lightning; Salesforce CPQ","Foothill G1-G2","San Francisco Marriott Marquis Hotel","Wednesday","8:00 a.m. - 8:40 a.m.","11/8/2017 8:00 AM","","40","83","Video","How Aggreko is Delighting Customers with Field Service Lightning Accelerator","Aggreko struggled with lack of insight into field engineer usage, scheduling challenges, and spares availability, which artificially increased service costs and degraded repair rates and customer satisfaction. Join us to learn how adding Field Service Lightning and Service Cloud, combined with Sales Cloud and CPQ, provides an end-to-end solution with improved customer experience and optimized service operations at lower costs."
"","Financial Services","Integration; Innovation","Operations; Sales","Sales Cloud","Foothill E","San Francisco Marriott Marquis Hotel","Tuesday","3:00 p.m. - 3:40 p.m.","11/7/2017 3:00 PM","","40","72","Video","Best Practices for Building a Loan Origination Platform Using Salesforce","As a leader in the residential solar loan market, Sunlight Financial struggled to integrate installer, customer, and operational data using multiple systems. Join us to learn how Sunlight will use Salesforce as a unifying portal to improve workflow, loan origination processing, and deliver an end-to-end experience with near real-time status to all stakeholders."
"","Consumer Goods; Retail","Sustainability; Retail; Intelligence","Executive; Purchasing & Procurement","Force.com; Heroku; Einstein Analytics","Expo Industry Theater","Moscone South","Monday","1:30 p.m. - 1:50 p.m.","11/6/2017 1:30 PM","","20","0","Zone Theater","3 Steps to Better Brand Reputation","Join us to see how ICIX uses Einstein Analytics and a collaborative network on Salesforce to help retailers, and companies with brands in apparel, food, general merchandise, and more, manage their supply chains to protect and promote their brands."
"Intermediate","","Tips & Tricks","Developer","Lightning","2011","Moscone West","Tuesday","11:30 a.m. - 12:10 p.m.","11/7/2017 11:30 AM","","20","177","Breakout","Lightning Alternatives to JavaScript Buttons","On the path to migrating your orgs to Lightning, one common challenge many admins face is figuring out how to migrate away from JavaScript buttons. JavaScript buttons are powerful and commonly used in Salesforce classic but are not supported in Lightning for good reasons. In this session, we will learn about the reasons why, learn about quick actions, declaratively and programmatic tools you can use as alternatives to JavaScript buttons."
"Advanced","High Tech","Security; Tips & Tricks; Innovation","Developer","Platform; Lightning","2011","Moscone West","Tuesday","3:30 p.m. - 4:10 p.m.","11/7/2017 3:30 PM","","40","122","Breakout","Platform Security With LockerService","LockerService is a set of security features for Lightning Components. In this session we will explain why we built LockerService and present how developers can develop LockerService compliant components. We will also demonstrate the methodology and tools that enable us to upgrade legacy component by scanning and refactoring existing code. We will conclude with a look at the roadmap."
"Beginner","High Tech; Other","Tips & Tricks; Innovation","Developer; Salesforce Administrator","Platform; Lightning","Canyon Theater","Moscone West","Wednesday","11:15 a.m. - 11:35 a.m.","11/8/2017 11:15 AM","","20","0","Zone Theater","Thinking Compositionally: Why Salesforce Developers Grok It","Becoming your best you isn't easy; it takes hard work and persistence. Join us as we discuss what traits and skills set innovative developers apart on the Salesforce platform, and take away strategies to grow with the platform, without feeling frustrated. Share stories and learn to push each other to new heights. Most of all, leave feeling empowered to build the future with the power of Salesforce at your back."
"Beginner","","Tips & Tricks","Developer; Salesforce Administrator","Force.com; Platform","2007","Moscone West","Tuesday","11:30 a.m. - 12:10 p.m.","11/7/2017 11:30 AM","","40","177","Breakout","Do Not Fear the Command Line: You Are Smarter Than It","If you can write a formula in Salesforce, you too can harness the power of the command line. Many developers and admins want to do more with their orgs, and faster. Salesforce DX has the potential to democratize the command line and give them the power they didn?'t even know they wanted. Join us for a brief introduction to command lines, syntax, and a practical demonstration of several admin and configuration tasks, done using Salesforce DX."
"Intermediate","Other","Enterprise; Innovation","Developer","Force.com; Lightning","2020","Moscone West","Monday","10:00 a.m. - 10:40 a.m.","11/6/2017 10:00 AM","","40","180","Breakout","Code Everyone Loves","We all want to build solutions that work well with changing business logic and declarative tools, and frees up code to focus on performance and long-term resilience. But what does that actually look like in practice? We'll share design patterns from apps like Volunteerforce, the employee engagement app used by more than 30,000 Salesforce employees. You'll walk away from this session with concrete ways to give your code base and business users new levels of freedom."
"Beginner","High Tech","Integration; Innovation","Developer; Technical Architect","Force.com; Platform; Lightning","2007","Moscone West","Monday","11:30 a.m. - 12:10 p.m.","11/6/2017 11:30 AM","","40","177","Breakout","Deploying an Event-Driven Software Architecture With Platform Events","With the release of Platform Events in Summer '17, developers now have the necessary tooling to venture into the realm of event-driven software architecture.
In this session you will get an introduction to the concept of enterprise messaging and dive into Platform Events. You will learn about their capabilities, discover use cases and get access to sample code."
"Beginner","","","Partner, ISV","AppExchange; Platform","Franciscan II","Park Central Hotel","Tuesday","3:00 p.m. - 3:40 p.m.","11/7/2017 3:00 PM","","40","6","Breakout","Demystifying Checkout for AppExchange","Are you an AppExchange Checkout Partner or a partner that wants to better understand if Checkout is right for you? Join the AppExchange Product and Technical team to see how to implement the Checkout Management App (CMA) for your app. Track your product offering performance with powerful, real-time data visualization, and stay in-the-know with email notifications triggered when you close a deal. #DF17Partners"
"Intermediate","","Security; User Experience","Developer; Partner, ISV; Technical Architect","AppExchange; Lightning","Olympic","Park Central Hotel","Wednesday","1:00 p.m. - 1:40 p.m.","11/8/2017 1:00 PM","","40","36","Breakout","Security Best Practices for Building Lightning Components","How secure are your Lightning components? Join us to learn the foundations required for building a secure Lightning application. We'll cover common mistakes and misconceptions around Lightning, including content security policy (CSP), LockerService, Javascript, and access control. You'll walk away with the best practices for hardening your application and keeping your data secure. #DF17Partners"
"Intermediate","","Tips & Tricks; Innovation","Developer","Force.com; Platform","2011","Moscone West","Monday","1:30 p.m. - 2:10 p.m.","11/6/2017 1:30 PM","","40","141","Breakout","Lightning Magic - Casting Spells With Lightning Data Service","One of the beautiful things about a client-side framework is, it's client-side. So why do Lightning Component developers spend time writing server-side Apex Classes for standard CRUD interactions? With Lightning Data Service (LDS) the answer is, they don’t – they use magic! During this session we will explore the magic that is Lightning Data Service. From basic syntax and structure to implementation considerations and advanced use cases, you’ll walk away armed with the magic to get the most out of LDS in your Lightning Component development."
"Intermediate","High Tech","Enterprise; Innovation","Developer; Partner, ISV; Technical Architect","Force.com; Heroku; Platform","2020","Moscone West","Tuesday","3:00 p.m. - 3:40 p.m.","11/7/2017 3:00 PM","","40","82","Breakout","Salesforce and IBM for Developers","The partnership between Salesforce and IBM opens up a new world of possibilities for customers, partners, and developers. Are you interested in learning how to leverage them? Join us as we showcase real-world examples of API integration, weather, and Watson. Authentication, authorization, workflows, and UI - all will be handled, with source code included. Expect to learn about something that hasn't been announced yet. Become inspired to build your own solutions today."
"Beginner","","","Developer","","2009","Moscone West","Wednesday","9:00 a.m. - 9:40 a.m.","11/8/2017 9:00 AM","","40","66","Breakout","Zero to IoT Trailblazin' Hero in 40 Minutes Flat","Calling ambitious Salesforce developers: Become the first IoT Trailblazer in your organization and  a hero to your business! Learn how to build an end-to-end IoT flow for your connected devices. This session will cover connected architecture patterns and demonstrate how to push data into Salesforce IoT, execute intelligent logic against event data, and take action on your insights.  Tadow!"
"","","Integration; Enterprise","Executive; Partner, Consulting; Partner, ISV","Heroku","Franciscan II","Park Central Hotel","Wednesday","2:00 p.m. - 2:40 p.m.","11/8/2017 2:00 PM","Small: < 200","40","27","Circle of Success","Circles of Success for Partners: Harnessing the Power of Heroku","This session is specifically for Salesforce Partners (not a customer session). Join us for moderated discussions focusing on top business and technical topics. The topics for this session are: 1) Developing Applications To Scale with Heroku, 2) Better Together - AWS + Heroku, 3) Building a Successful Heroku Consulting Practice, 4) ISV Best Practices when Using Heroku, and 5) Lessons Learned on Developing Commercial Ready Apps using Heroku. The room will fill up quickly, so arrive early to get the topic you want most. #DF17Partners"
"Beginner","","","Partner, Consulting; Partner, ISV","Lightning","Franciscan II","Park Central Hotel","Wednesday","4:00 p.m. - 4:40 p.m.","11/8/2017 4:00 PM","Small: < 200","40","19","Circle of Success","Circles of Success for Partners: Lightning for AppExchange Partners","This session is specifically for Salesforce Partners (not a customer session). Join us for moderated discussions focusing on top technical topics. The topics for this session are: 1) Adding Lightning Components to your Package, 2) Evolving your Company to a Lightning First Mentality, 3) Rethinking your App for Lighting, 4) Debugging and Testing Lightning Components, and 5) Performance Considerations for Lightning Components. The room will fill up quickly, so arrive early to get the topic you want most. #DF17Partners"
"Beginner","","","Partner, ISV","AppExchange; Platform","Franciscan II","Park Central Hotel","Wednesday","3:00 p.m. - 3:40 p.m.","11/8/2017 3:00 PM","Small: < 200","40","18","Circle of Success","Circles of Success for Partners: ISV Technologies for Beginners","This session is specifically for Salesforce Partners (not a customer session). Join us for moderated discussions focusing on top technical topics. The topics for this session are: 1. Building Your First App, 2. Passing Security Review, 3. Managing Licenses with LMA, 4. Providing Trials, and 5. Supporting Your App. The room will fill up quickly, so arrive early to get the topic you want most."
"Intermediate","","Enterprise","Developer; Partner, ISV; Technical Architect","Platform","Franciscan II","Park Central Hotel","Tuesday","10:00 a.m. - 10:40 a.m.","11/7/2017 10:00 AM","","40","51","Breakout","ISV Panel Discussion: Technical Strategy and Priorities","Join this panel discussion with some of our top AppExchange partners to hear insights and best practices for strategies and priorities for next year as it relates to new technologies like Lightning, Salesforce DX, Einstein, and others. Be sure to bring your tough questions. This session is for product managers, architects, and developers. #DF17Partners"
"Beginner","High Tech","Emerging Trends; Tips & Tricks; Innovation","Developer; Partner, ISV; Technical Architect","AppExchange; Platform","Franciscan II","Park Central Hotel","Tuesday","4:00 p.m. - 4:40 p.m.","11/7/2017 4:00 PM","Small: < 200","40","50","Breakout","Demystifying Salesforce DX for ISVs","The launch of Salesforce DX is big news, but what does it all mean for ISVs?  In this session, software delivery expert Matt Rist gives an overview of Salesforce DX and highlights how AppExchange Partners can build better products in less time through the modern software model of Continuous Delivery (CD).  Using important new tools like Developer Hub, Scratch Orgs, and the Salesforce CLI, Matt will demonstrate how adopting Continuous Delivery can turbocharge developer productivity and your software release cycle.  #DF17Partners"
"","","Integration; Innovation; Customer Support","Executive; Sales; Service & Support","Service Cloud; Community Cloud; Lightning","Keynote Room - West Level 3","Moscone West","Monday","1:00 p.m. - 2:00 p.m.","11/6/2017 1:00 PM","Extra Large: > 800","60","1403","Breakout","Salesforce Community Cloud Keynote: Put Your Customer in the Driver's Seat","The world's leading companies empower customers and partners to get answers, explore data, and take action on their own terms. Join us to hear how executive Trailblazers from Ducati, Farmers Insurance, and the Bill & Melinda Gates Foundation build smart, beautiful, and connected digital experiences with the world's #1 CRM. Learn how to innovate the customer experience with Lightning + built-in processes, and deploy faster with Lightning Bolt Solutions for Industries. Get an inside look at the latest features, and see why the world's leading brands connect with over 200 million customers, partners, and employees with Community Cloud."
"","","","Executive; Sales; Service & Support","Sales Cloud; Service Cloud; Einstein Analytics","Keynote Room - West Level 3","Moscone West","Wednesday","1:00 p.m. - 2:00 p.m.","11/8/2017 1:00 PM","Extra Large: > 800","60","967","Breakout","Salesforce Analytics Keynote: Complete Analytics Powered by Einstein","Join us to learn how Salesforce is bringing together reports and dashboards, augmented intelligence, and advanced analytics to surface Einstein-powered insights right where you work. Salesforce customers across sales, service, and marketing are using the entire range of analytics each day--running 1 billion reports and analyzing 1 trillion rows of data every month. Hear how leaders at Shazam, KeyBank, and YearUp are using Salesforce Analytics to transform their organizations, and get inspired by groundbreaking new features, must-see new products, and killer demos."
"","","Mobile; Innovation","Executive; IT; Product Management","Quip","Keynote Room - West Level 3","Moscone West","Wednesday","3:00 p.m. - 4:00 p.m.","11/8/2017 3:00 PM","Extra Large: > 800","60","648","Breakout","Quip Keynote: The Modern Collaboration Platform","As businesses work to transform their relationships with customers, they must also transform how their employees work. Learn how Quip unifies content and communication in exciting new ways, as Bret Taylor, CEO of Quip, shares product news and updates. Learn how Quip is helping to drive cultural transformation at some of the world's most innovative organizations and hear John Herbert, from 21st Century Fox, discuss how Quip is driving better and faster decisions as they reimagine their business as a modern digital studio."
"","","Salesforce Careers","Entrepreneur; Executive; Salesforce Administrator","Sales Cloud; Lightning; Einstein","Keynote Room - West Level 3","Moscone West","Wednesday","5:00 p.m. - 6:00 p.m.","11/8/2017 5:00 PM","Extra Large: > 800","60","2201","Breakout","Salesforce for Admins Keynote","#AwesomeAdmins are at the heart of every successful Salesforce implementation. With the explosive growth in CRM and digital transformation, demand for Salesforce Admins is growing exponentially. Join executive hosts Parker Harris and Shawna Wolverton for an action-packed learning adventure that will help you blaze your trail to incredible success with Salesforce. See new features in action, learn practical tips from your peers, and leave with the insight and inspiration you need to be an Admin Trailblazer."
"","","Innovation; E-commerce; Intelligence","E-Commerce; Executive; Merchandising","Marketing Cloud; Service Cloud; Commerce Cloud","Keynote Room - West Level 3","Moscone West","Wednesday","11:00 a.m. - 12:00 p.m.","11/8/2017 11:00 AM","Extra Large: > 800","60","431","Breakout","Commerce Cloud Keynote: Transforming Shopping in the Age of AI & Mobility","Every month, more than 350 million active users engage with digital shopping experiences powered by Commerce Cloud - on par with Amazon.com and Twitter. Learn how commerce trailblazers from LVMH and PetSmart are using the #1 commerce platform, featuring Einstein-enabled mobile experiences, to connect and unify every point in the shopping journey."
"","","","Developer; Executive; Technical Architect","","Keynote Room - West Level 3","Moscone West","Tuesday","1:30 p.m. - 2:30 p.m.","11/7/2017 1:30 PM","Extra Large: > 800","60","937","Breakout","Salesforce for Developers Keynote: Build Faster and Smarter with Salesforce","Applications have an amazing impact on employee productivity and customer engagement, and are empowering developers to help their businesses grow like never before. Join Srini Tallapragada, President, Technology at Salesforce, in this year’s Developer Keynote and be the first to see the future of Salesforce development. We’ll show you how to deliver customer apps people love more quickly, more easily, and smarter than ever."
"","High Tech","Emerging Trends; Innovation; Intelligence","Entrepreneur; Executive; Operations","Einstein","Keynote Room - North Hall D","Moscone North","Tuesday","11:30 a.m. - 12:30 p.m.","11/7/2017 11:30 AM","Extra Large: > 800","60","1227","Breakout","Salesforce Einstein: Blaze New Trails with AI","Salesforce Einstein is delivering more than 475 million predictions every day, helping companies make their employees smarter and their customers happier. We'll be announcing exciting new Einstein-powered features that will allow companies to build AI-powered apps and create intelligent experiences throughout their entire business. Join the Einstein product team along with Bill Hoffman, Chief Analytics Officer of US Bank, as we showcase the latest innovation from Einstein and help everyone blaze new trails with AI."
